numero_conteneur,numero_plombage,bruit_fond_debit_nsvh,bruit_fond_cps,interieur_conteneur_debit_nsvh,interieur_conteneur_cps,exterieur_conteneur_debit_nsvh,exterieur_conteneur_cps,apres_plombage_conteneur_debit_nsvh,apres_plombage_conteneur_cps,dose_gamma_chargement_debit_nsvh,dose_gamma_chargement_cps,contamination
CT1714,PL980438,35.85,0.99,39.71,1.01,35.54,1.07,33.91,0.95,42.26,0.84,0
CT4229,PL943601,74.18,1.37,70.47,1.21,76.49,1.39,76.12,1.37,68.18,1.59,0
CT0410,PL811851,36.22,0.53,37.38,0.69,35.13,0.57,36.07,0.5,68.11,1.41,1
CT3636,PL887715,71.78,1.36,70.4,1.34,66.88,1.53,72.71,1.3,46.7,1.43,0
CT4134,PL719328,85.97,0.4,85.07,0.46,84.08,0.39,87.9,0.48,59.03,0.9,0
CT2231,PL133320,50.75,0.83,51.15,1.02,47.38,0.73,55.11,0.76,62.04,1.0,1
CT4975,PL571017,59.65,0.48,60.97,0.39,62.23,0.28,58.96,0.32,47.81,1.98,0
CT3362,PL601597,69.87,1.61,68.46,1.39,68.62,1.5,69.87,1.62,59.69,1.6,0
CT2410,PL846788,49.46,1.05,51.98,1.14,48.01,0.98,51.31,1.04,44.36,0.39,0
CT1398,PL275399,84.95,1.8,84.51,1.8,80.78,1.74,83.36,1.87,76.85,0.77,0
CT2113,PL444855,45.9,1.33,49.83,1.18,42.92,1.3,44.93,1.23,64.93,0.64,1
CT2537,PL990328,43.21,1.37,41.83,1.35,40.33,1.48,41.16,1.39,58.62,1.12,1
CT4730,PL369150,83.64,1.29,82.85,1.18,85.11,1.32,83.5,1.37,80.45,0.71,0
CT3559,PL181816,86.8,1.75,91.28,1.59,86.67,1.52,88.89,1.78,88.67,0.95,0
CT3375,PL837266,56.67,0.72,54.34,0.64,54.73,0.71,60.17,0.68,84.74,1.66,1
CT1855,PL931460,83.19,0.94,81.1,1.05,83.31,0.84,84.71,1.02,85.4,1.85,0
CT2054,PL389227,31.61,0.36,31.25,0.13,30.56,0.53,30.98,0.38,69.2,1.18,1
CT3680,PL862841,51.37,1.23,52.33,1.25,52.07,1.15,54.67,1.29,83.8,0.67,1
CT1878,PL346584,78.47,0.41,73.9,0.35,77.42,0.28,75.3,0.42,42.74,1.37,0
CT1947,PL502732,57.02,1.15,55.92,1.2,53.59,1.32,56.32,1.2,64.24,0.72,1
CT2955,PL458918,38.73,1.7,36.62,1.78,41.27,1.76,35.97,1.6,55.3,1.38,1
CT0147,PL701661,65.72,0.66,66.45,0.56,63.73,0.75,65.4,0.62,64.36,0.94,0
CT0865,PL446809,64.89,1.52,62.01,1.45,68.62,1.65,62.21,1.58,87.65,0.76,1
CT1279,PL290279,64.36,1.97,66.48,1.9,63.11,1.98,65.74,2.13,33.61,1.73,0
CT4594,PL409735,77.54,1.52,80.61,1.54,77.82,1.46,81.09,1.57,80.18,0.85,0
CT3929,PL711004,47.33,0.79,47.19,0.75,45.65,0.75,45.96,0.92,80.77,1.79,1
CT1454,PL346726,80.23,0.44,79.96,0.4,82.53,0.36,77.27,0.51,42.44,1.04,0
CT1471,PL233554,31.55,0.65,34.96,0.69,32.58,0.69,30.12,0.67,48.95,1.25,1
CT1589,PL626861,84.72,1.12,84.47,0.95,85.81,1.28,86.74,1.18,79.05,1.33,0
CT1468,PL881452,41.65,1.87,41.48,2.02,41.3,1.85,41.12,1.82,53.06,0.99,1
CT2952,PL433373,41.98,0.55,43.62,0.4,40.16,0.32,43.6,0.57,87.5,1.76,1
CT0785,PL743162,47.55,0.37,44.74,0.32,44.8,0.54,45.25,0.38,57.78,1.76,1
CT4126,PL609733,85.02,0.84,84.43,0.91,86.75,0.78,84.91,0.77,44.25,1.35,0
CT3713,PL753583,76.77,1.66,74.78,1.68,77.03,1.62,78.29,1.62,60.17,0.72,0
CT4791,PL128328,36.0,0.54,37.19,0.5,33.43,0.52,35.79,0.38,43.11,0.75,0
CT2519,PL256498,30.16,0.98,26.21,1.03,28.05,0.95,31.11,1.02,79.96,0.41,1
CT2358,PL616123,80.37,0.45,79.68,0.36,81.66,0.39,81.28,0.44,89.88,0.56,1
CT0464,PL542905,76.61,1.24,73.6,1.32,72.83,1.33,76.49,1.32,54.65,1.4,0
CT0616,PL718992,61.79,1.5,63.83,1.57,59.59,1.43,63.0,1.52,86.24,0.89,1
CT0624,PL636226,43.18,1.31,43.1,1.26,42.51,1.35,46.09,1.34,59.5,1.8,1
CT4077,PL948925,32.42,1.55,32.59,1.69,30.87,1.56,31.22,1.64,54.31,1.19,1
CT2129,PL261779,37.45,1.78,37.1,1.79,41.75,1.58,34.57,1.79,75.83,1.38,1
CT4847,PL824479,87.68,1.46,85.0,1.23,88.84,1.34,87.6,1.39,79.23,0.88,0
CT4804,PL187178,64.91,0.51,70.13,0.4,63.74,0.56,65.06,0.43,46.86,1.53,0
CT4952,PL325391,30.87,1.96,31.64,1.87,30.03,1.84,28.37,1.94,78.48,0.82,1
CT1544,PL510543,34.08,0.94,34.14,1.04,35.84,0.92,32.22,0.94,84.05,1.11,1
CT4338,PL939319,62.12,1.37,63.66,1.33,62.96,1.46,58.9,1.61,59.64,0.92,0
CT0301,PL184896,57.55,1.97,58.82,2.01,58.6,2.3,59.14,1.76,56.58,1.93,0
CT1450,PL765755,79.18,0.67,73.97,0.6,80.21,0.8,80.1,0.6,68.91,1.9,0
CT1221,PL182180,34.9,1.24,35.36,1.07,32.98,1.22,35.48,1.04,79.28,1.7,1
CT1358,PL695603,57.32,1.93,59.5,1.99,57.94,1.97,57.58,1.89,73.48,0.9,1
CT4568,PL443567,62.65,0.45,63.34,0.47,64.36,0.34,58.77,0.46,64.48,1.69,0
CT2947,PL943441,71.39,1.61,74.89,1.54,71.22,1.62,70.88,1.68,30.08,1.54,0
CT2042,PL614257,31.2,1.23,35.32,1.32,30.8,1.03,31.42,1.27,67.76,0.57,1
CT3227,PL758441,71.96,0.78,71.86,0.81,70.54,0.95,72.05,0.72,48.18,0.57,0
CT1089,PL668535,63.17,1.28,63.7,1.18,65.0,1.42,61.57,1.18,69.06,1.48,0
CT4216,PL256951,75.94,0.73,78.65,0.56,75.49,0.76,75.96,0.67,86.66,1.22,1
CT2304,PL532659,65.58,1.82,67.07,1.86,62.36,1.8,64.33,2.05,82.93,0.46,1
CT1354,PL437827,66.84,0.65,64.61,0.61,66.83,0.75,65.8,0.63,37.01,1.29,0
CT0630,PL351492,88.52,1.45,81.79,1.53,86.78,1.44,90.53,1.41,55.29,0.39,0
CT2441,PL430929,42.79,0.69,39.23,0.7,39.39,0.6,41.91,0.64,38.98,1.49,0
CT4659,PL511124,73.99,0.57,72.83,0.62,75.58,0.63,76.2,0.64,49.69,1.73,0
CT2254,PL661165,45.15,1.21,47.5,1.19,42.36,1.14,43.46,1.29,84.03,0.41,1
CT1492,PL651025,70.83,1.74,71.47,1.76,69.79,1.77,74.01,1.64,40.14,1.39,0
CT2707,PL293510,51.12,0.71,51.23,0.64,50.93,0.47,52.05,0.65,71.61,1.58,1
CT2957,PL388859,46.15,0.7,47.98,0.65,42.23,0.74,46.82,0.86,68.6,0.45,1
CT3937,PL849971,48.59,0.41,45.17,0.29,46.01,0.37,51.47,0.49,80.13,1.66,1
CT0770,PL535564,33.33,1.84,30.11,2.0,34.03,1.89,34.08,1.67,86.48,0.48,1
CT4171,PL254245,45.47,1.32,46.93,1.36,45.59,1.41,45.3,1.37,81.95,1.63,1
CT2120,PL855271,77.51,0.8,79.1,0.93,76.57,0.96,78.87,0.86,57.94,1.24,0
CT0271,PL722794,78.35,0.84,76.26,0.79,80.1,0.9,77.59,0.83,80.54,1.57,0
CT2659,PL549042,54.47,0.87,52.1,1.12,55.79,0.72,54.63,0.87,88.06,0.98,1
CT3880,PL188668,54.62,1.05,53.75,1.11,53.27,1.08,54.28,1.15,71.95,0.74,1
CT3573,PL450808,54.35,0.48,52.54,0.44,54.38,0.36,54.86,0.49,82.48,1.54,1
CT4144,PL745194,46.37,1.55,44.54,1.52,49.01,1.44,47.8,1.49,35.4,1.45,0
CT3980,PL299919,69.56,1.34,67.64,1.21,71.44,1.52,68.73,1.25,82.98,1.61,1
CT3249,PL382017,69.94,1.93,72.17,1.97,72.96,2.02,72.11,1.81,49.72,1.28,0
CT2470,PL548625,41.25,0.44,41.29,0.58,42.9,0.29,40.46,0.26,68.51,1.78,1
CT0278,PL206081,34.6,0.91,31.05,0.85,36.13,1.15,32.38,1.01,88.41,1.7,1
CT1499,PL402950,35.47,1.34,33.54,1.43,33.44,1.19,37.03,1.26,42.73,1.94,0
CT1945,PL669936,67.71,1.92,68.21,1.82,67.68,1.67,66.16,1.83,54.99,0.64,0
CT3644,PL501220,45.52,1.61,44.77,1.43,44.38,1.51,43.82,1.39,36.01,1.2,0
CT4950,PL273423,54.56,1.76,55.6,1.65,53.08,1.85,57.06,1.64,40.4,1.5,0
CT0688,PL406955,85.94,0.96,89.0,0.98,88.33,0.89,86.31,0.91,50.87,0.76,0
CT3008,PL907655,51.53,0.49,51.99,0.42,49.34,0.41,52.02,0.57,60.54,1.94,1
CT3337,PL553008,41.25,1.94,41.58,1.93,42.19,2.09,40.83,1.96,71.27,1.54,1
CT0425,PL215294,53.45,1.01,52.74,0.94,55.28,0.93,55.28,0.78,46.79,1.15,0
CT1447,PL194270,30.86,1.32,31.48,1.09,32.44,1.33,31.99,1.2,60.01,0.4,1
CT4504,PL191218,48.29,1.02,44.69,0.92,49.77,1.1,47.8,0.97,83.99,0.68,1
CT4845,PL511236,63.9,1.66,64.79,1.49,66.57,1.62,65.88,1.86,71.94,1.82,0
CT1597,PL248757,35.48,0.4,39.58,0.24,38.86,0.4,35.11,0.51,64.5,1.49,1
CT4021,PL529852,69.24,1.58,68.27,1.42,68.39,1.56,66.82,1.4,89.64,1.5,1
CT1870,PL550195,62.26,0.53,64.82,0.53,62.9,0.73,63.54,0.56,55.33,1.59,0
CT3869,PL132174,65.29,0.99,66.31,0.84,66.34,0.91,64.63,1.04,38.0,1.13,0
CT2920,PL585278,47.99,1.95,45.29,1.91,48.18,1.93,49.86,1.93,85.46,1.43,1
CT4069,PL572501,37.95,1.68,39.41,1.81,38.74,1.8,39.3,1.81,73.72,1.28,1
CT1720,PL714615,44.61,1.93,47.31,2.0,41.95,1.94,43.81,1.87,88.35,0.92,1
CT0499,PL327897,64.27,0.36,63.6,0.32,63.18,0.51,62.68,0.37,31.19,0.78,0
CT0379,PL930496,46.85,1.83,51.04,1.79,45.44,1.88,47.02,1.81,38.9,1.31,0
CT4563,PL389508,31.2,1.77,34.0,1.64,30.61,1.78,34.75,1.95,89.15,1.05,1
CT2532,PL986926,86.27,1.38,90.0,1.34,83.07,1.31,88.15,1.51,36.41,1.78,0
CT1907,PL727267,30.86,0.4,30.04,0.27,30.48,0.47,29.65,0.46,70.99,1.79,1
CT3201,PL129725,74.09,1.13,74.65,1.09,77.47,1.29,74.9,1.11,88.77,0.79,1
CT1137,PL637198,69.92,1.21,68.76,1.26,71.92,1.22,71.7,1.3,71.96,1.99,0
CT2485,PL965566,69.6,1.75,70.57,1.88,69.53,1.78,73.77,1.73,69.95,0.98,0
CT4468,PL279838,45.06,1.5,44.29,1.32,47.71,1.57,44.77,1.44,72.36,0.51,1
CT4032,PL164200,62.26,0.67,66.07,0.74,64.5,0.74,63.21,0.82,85.89,0.6,1
CT4770,PL917865,85.77,0.73,88.75,0.63,84.78,0.7,82.93,0.73,88.47,0.7,0
CT3080,PL129956,50.5,1.67,52.77,1.65,48.76,1.62,52.69,1.72,67.01,1.34,1
CT0735,PL897606,72.15,1.17,70.19,1.41,74.68,1.06,70.06,1.18,48.58,0.42,0
CT1301,PL679205,88.53,1.27,85.24,1.29,87.63,1.25,86.31,1.34,42.03,1.02,0
CT4048,PL349768,47.57,1.52,49.19,1.62,46.56,1.47,45.55,1.5,60.04,0.71,1
CT3932,PL510925,73.15,1.07,71.81,1.13,72.76,1.15,73.15,1.1,88.47,0.45,1
CT3547,PL982766,73.27,0.74,75.06,0.85,75.45,0.87,73.09,0.57,88.83,1.65,1
CT0361,PL177505,82.89,1.7,80.05,1.56,78.54,1.73,86.92,1.53,69.65,0.77,0
CT1070,PL286717,54.63,0.79,55.29,0.85,56.43,0.77,55.32,0.83,44.94,1.85,0
CT1139,PL570951,68.69,1.99,69.64,2.05,68.36,1.79,67.7,1.9,59.68,0.81,0
CT1288,PL249646,48.45,0.61,45.99,0.58,50.6,0.58,45.03,0.53,76.91,1.72,1
CT4068,PL896948,51.21,1.5,51.22,1.55,50.54,1.49,52.84,1.56,60.57,1.76,1
CT2939,PL527387,67.32,1.97,69.31,2.03,67.98,2.13,61.5,2.07,60.69,0.97,0
CT3288,PL169122,35.62,1.65,36.47,1.61,35.84,1.7,32.52,1.89,66.75,1.02,1
CT2325,PL186652,45.38,1.95,46.37,1.93,43.85,1.93,46.01,1.92,57.14,1.73,1
CT1355,PL592313,66.99,1.62,66.17,1.58,68.59,1.5,69.06,1.75,87.58,0.98,1
CT1136,PL835265,67.13,1.16,70.59,1.12,67.07,1.22,66.63,1.13,78.12,1.5,1
CT0611,PL651951,58.5,1.16,56.58,1.17,60.35,1.2,60.39,1.08,37.8,1.56,0
CT3692,PL276168,86.67,0.88,86.48,0.67,87.2,0.94,89.63,0.93,81.99,0.49,0
CT3141,PL979903,51.69,1.59,52.61,1.58,50.11,1.43,50.66,1.73,44.13,0.49,0
CT0141,PL894824,61.01,0.54,61.48,0.61,62.84,0.5,61.88,0.46,54.72,1.39,0
CT3637,PL133691,70.32,0.43,69.33,0.4,68.87,0.54,69.53,0.49,60.49,0.47,0
CT3624,PL687275,43.23,0.93,43.96,1.0,41.15,0.96,40.31,1.03,83.64,0.88,1
CT0175,PL222096,52.41,1.09,54.71,1.13,54.89,0.79,51.62,1.03,73.87,0.69,1
CT1408,PL748373,78.1,1.91,78.95,1.86,80.43,1.9,78.31,1.81,58.82,0.92,0
CT0981,PL702875,48.89,1.01,49.76,1.07,51.79,1.03,47.79,0.89,64.31,1.4,1
CT0009,PL154886,66.58,1.42,66.9,1.45,66.78,1.4,66.32,1.35,67.57,0.91,0
CT1686,PL941344,48.8,1.86,46.16,1.91,47.72,1.83,48.03,1.68,68.57,1.45,1
CT0550,PL276615,34.19,1.58,32.84,1.58,37.76,1.58,34.22,1.63,47.61,0.51,1
CT0265,PL335167,77.19,1.85,75.71,1.8,76.53,1.91,74.86,1.81,60.78,0.85,0
CT4195,PL760858,48.76,1.49,51.32,1.48,48.07,1.48,51.11,1.61,58.05,1.0,0
CT1049,PL989513,42.82,0.92,43.27,0.66,45.32,0.84,42.68,0.8,57.03,0.78,1
CT4298,PL521614,75.62,1.83,73.76,1.99,77.09,1.97,80.43,1.8,79.74,1.48,0
CT1297,PL192263,46.67,1.51,48.92,1.36,44.42,1.39,44.89,1.5,48.24,1.64,0
CT4557,PL223106,80.07,0.93,82.25,0.9,77.41,0.93,79.38,0.71,59.91,1.31,0
CT4992,PL311509,76.9,1.77,71.56,1.69,77.87,1.61,77.6,1.74,60.42,1.79,0
CT1252,PL486594,78.74,1.89,77.37,1.77,80.69,1.95,80.72,1.87,73.04,1.51,0
CT3558,PL200417,45.68,1.42,42.17,1.43,41.89,1.53,47.15,1.49,78.42,1.26,1
CT2919,PL801692,64.93,0.53,65.96,0.79,63.22,0.48,64.0,0.55,51.74,1.54,0
CT2388,PL398090,86.15,0.61,90.83,0.62,85.51,0.48,87.85,0.37,73.68,0.98,0
CT2017,PL603238,42.99,1.42,42.89,1.37,39.42,1.5,41.68,1.36,35.15,1.19,0
CT2984,PL287604,34.9,1.15,38.69,1.09,33.42,1.03,38.09,1.09,57.63,1.56,1
CT4823,PL168431,53.11,1.48,53.11,1.47,54.41,1.62,54.52,1.37,46.67,0.53,0
CT1012,PL750199,52.94,1.74,54.26,1.69,53.55,1.83,53.37,1.77,66.41,1.2,1
CT3984,PL854651,75.35,1.66,74.83,1.52,73.38,1.48,76.43,1.76,81.04,1.97,0
CT2907,PL571082,73.65,0.62,70.86,0.6,74.75,0.56,71.08,0.7,35.95,1.94,0
CT4731,PL349243,88.46,1.96,88.34,2.03,86.4,1.79,85.97,2.14,75.79,1.22,0
CT4656,PL967461,50.52,1.84,52.19,1.88,53.06,1.93,50.22,1.74,69.38,1.05,1
CT0901,PL161813,61.42,1.35,61.35,1.32,58.35,1.41,62.05,1.2,75.86,1.74,1
CT4120,PL668302,30.57,0.77,33.95,0.7,31.8,0.72,30.17,0.75,86.05,1.26,1
CT1111,PL531734,68.89,1.66,72.43,1.69,64.56,1.6,70.83,1.7,53.17,1.76,0
CT4514,PL794489,38.91,0.79,38.61,0.85,40.83,0.71,35.98,0.93,53.17,1.37,1
CT0474,PL997059,45.84,1.72,45.22,1.69,43.93,1.64,45.46,1.81,74.36,1.61,1
CT4799,PL697690,30.95,1.36,29.99,1.48,31.97,1.33,32.21,1.3,79.14,0.75,1
CT3341,PL130447,83.51,1.95,86.39,2.02,83.1,1.95,82.63,2.02,74.42,1.97,0
CT4023,PL544865,39.54,1.49,37.68,1.44,39.36,1.63,40.78,1.42,63.21,0.95,1
CT2163,PL257661,49.48,0.5,46.68,0.36,50.75,0.6,44.5,0.41,48.46,0.87,0
CT4914,PL191328,63.4,1.76,66.36,1.31,63.64,1.62,62.68,1.7,83.72,1.96,1
CT4224,PL819282,75.84,1.8,76.32,1.84,75.17,1.72,75.14,1.84,76.04,1.02,0
CT4217,PL967964,34.19,1.31,35.19,1.2,33.32,1.28,30.5,1.25,55.81,0.4,1
CT2606,PL470321,48.11,0.89,50.14,0.99,44.25,0.9,51.34,0.76,57.33,0.55,1
CT3859,PL500584,45.86,1.93,45.14,1.94,46.91,1.74,46.24,1.82,64.68,1.78,1
CT4827,PL501415,60.99,1.56,56.67,1.62,64.37,1.65,58.54,1.49,89.71,1.56,1
CT0680,PL117955,83.39,0.87,83.35,0.74,83.81,0.77,85.85,0.84,45.37,1.39,0
CT1728,PL205423,44.14,1.35,41.27,1.37,44.96,1.47,39.49,1.14,81.29,0.63,1
CT1847,PL497710,31.9,0.49,33.59,0.52,32.91,0.51,30.3,0.62,42.1,0.76,1
CT1883,PL245271,72.53,0.42,72.48,0.44,71.91,0.45,74.44,0.36,83.41,1.43,1
CT0794,PL842129,67.18,1.42,61.74,1.64,71.79,1.34,69.18,1.5,82.97,0.55,1
CT4140,PL928791,56.85,0.54,56.58,0.37,56.31,0.47,59.97,0.53,47.16,0.96,0
CT0424,PL538452,50.82,1.29,49.67,1.27,52.4,1.24,48.95,1.31,85.17,1.77,1
CT3730,PL306402,70.66,0.56,72.02,0.62,69.8,0.5,68.89,0.51,53.31,0.51,0
CT4880,PL710032,53.52,1.21,52.13,1.15,49.07,1.04,53.79,1.13,61.41,1.71,1
CT1522,PL562052,36.74,0.94,33.62,0.87,38.1,0.98,36.9,1.02,84.3,0.51,1
CT2828,PL333782,36.17,0.6,33.97,0.6,34.87,0.5,34.42,0.56,30.82,1.86,0
CT4303,PL225438,34.28,1.22,36.36,1.22,33.76,1.25,33.42,1.22,50.31,0.8,1
CT0113,PL616588,70.65,1.33,68.93,1.23,68.92,1.33,71.96,1.51,46.9,1.18,0
CT3704,PL696804,70.37,0.95,71.93,0.81,68.04,0.84,67.96,0.97,54.74,1.88,0
CT3485,PL948464,56.58,1.4,56.57,1.42,58.86,1.19,56.88,1.39,59.49,0.57,0
CT4413,PL168487,54.16,0.37,53.5,0.51,55.61,0.44,57.95,0.42,50.86,0.86,0
CT3255,PL986514,33.7,0.93,40.34,0.95,33.76,1.01,33.5,1.03,36.28,1.0,0
CT4533,PL678328,75.22,0.61,78.28,0.63,77.44,0.6,75.24,0.44,68.73,1.78,0
CT2861,PL204211,39.75,1.17,39.95,1.24,38.97,1.3,42.24,1.21,66.8,0.41,1
CT4678,PL628714,79.48,1.24,77.59,1.2,77.75,1.24,80.89,1.21,57.16,0.45,0
CT0067,PL168148,37.46,1.03,40.01,0.91,36.21,0.93,40.86,0.86,82.31,0.37,1
CT0717,PL105486,67.41,0.93,67.25,0.99,67.0,1.01,68.92,0.72,68.88,1.45,0
CT2245,PL373797,47.88,1.24,46.87,1.3,47.54,1.32,50.91,1.31,69.3,0.45,1
CT4079,PL979979,52.14,0.39,51.28,0.23,56.53,0.35,52.88,0.54,38.37,0.6,0
CT2486,PL933487,53.33,0.91,51.91,0.88,53.86,0.9,49.84,0.91,80.02,1.73,1
CT3537,PL830265,67.34,1.04,67.93,1.1,66.31,1.09,67.36,1.08,38.76,1.68,0
CT4835,PL538458,52.64,1.25,54.18,1.38,51.35,1.21,50.51,1.29,84.21,1.11,1
CT2425,PL743561,72.77,0.6,70.99,0.41,71.83,0.53,72.0,0.54,45.72,1.99,0
CT4152,PL303199,47.02,0.7,46.67,0.9,50.84,0.71,44.34,0.64,85.34,1.89,1
CT2776,PL251175,88.57,1.0,86.48,1.19,91.27,1.12,88.91,0.8,83.82,1.97,0
CT1895,PL577602,81.88,1.06,80.2,1.14,82.81,0.98,84.43,1.1,32.39,1.48,0
CT3991,PL572406,70.83,1.45,74.07,1.47,73.38,1.46,67.96,1.4,58.44,1.39,0
CT2715,PL794892,60.84,1.01,63.36,0.99,62.7,1.01,66.08,1.11,69.12,1.19,0
CT3535,PL380852,38.64,1.27,37.05,1.4,39.15,1.14,40.65,1.41,62.69,1.48,1
CT3437,PL933731,54.85,1.08,56.69,1.11,54.87,1.02,53.88,1.06,31.26,0.4,0
CT0760,PL319930,42.93,0.46,42.37,0.53,40.47,0.27,44.17,0.38,55.3,1.21,1
CT1258,PL187388,58.8,0.93,59.77,1.02,58.22,0.97,60.48,0.9,45.91,0.85,0
CT2915,PL459177,51.65,1.43,50.11,1.31,52.08,1.44,50.77,1.37,57.14,1.63,0
CT3269,PL821909,49.9,0.65,47.15,0.53,48.96,0.79,52.89,0.93,71.91,0.94,1
CT4925,PL146002,69.71,1.27,71.97,1.3,68.65,1.37,69.34,1.22,37.98,1.07,0
CT2269,PL364500,54.18,1.08,55.81,1.29,52.09,1.08,53.23,0.91,67.69,0.74,1
CT0991,PL576467,36.46,0.62,38.26,0.51,37.63,0.65,34.39,0.69,62.42,1.02,1
CT2107,PL341531,74.88,1.28,74.78,1.33,75.24,1.44,71.79,1.11,48.96,0.77,0
CT3098,PL619089,65.1,1.47,62.64,1.65,68.83,1.3,64.71,1.33,74.24,1.75,1
CT1894,PL107657,32.56,0.86,30.13,0.7,30.96,1.15,32.16,0.91,88.26,1.39,1
CT4523,PL767540,55.9,1.06,57.23,0.96,56.59,1.03,58.44,1.15,57.16,1.79,0
CT1985,PL671926,42.13,1.66,41.58,1.72,41.89,1.68,39.15,1.7,48.7,1.78,0
CT1527,PL725646,68.85,1.5,70.79,1.62,65.97,1.39,70.01,1.47,37.2,0.74,0
CT0748,PL313945,43.6,1.01,42.58,0.94,43.75,1.09,41.64,0.86,44.63,1.06,0
CT2851,PL393894,35.9,1.89,36.17,1.85,34.09,1.88,35.39,1.81,89.01,1.33,1
CT1185,PL859224,37.58,0.56,36.67,0.5,35.83,0.63,37.44,0.64,37.72,1.19,0
CT4371,PL439208,33.03,0.71,31.08,0.93,34.01,0.7,34.03,0.62,36.15,1.74,0
CT1780,PL909942,33.37,0.81,29.48,0.83,34.04,0.64,34.86,0.75,76.82,1.34,1
CT3282,PL204195,41.94,0.94,42.13,0.88,43.31,1.09,43.04,0.89,78.05,1.22,1
CT0132,PL229312,62.87,1.91,60.68,1.85,64.53,1.88,62.09,1.95,79.47,1.8,1
CT4792,PL737199,32.01,1.59,32.91,1.71,28.57,1.54,30.07,1.54,87.67,1.93,1
CT3210,PL665609,61.68,0.55,62.05,0.39,62.23,0.49,59.91,0.42,67.18,1.07,0
CT2973,PL602420,72.12,1.02,70.97,0.98,73.24,1.07,73.05,1.01,42.34,0.53,0
CT3814,PL177175,32.11,0.39,28.6,0.33,32.57,0.39,33.77,0.26,66.25,1.08,1
CT3917,PL306940,61.06,0.76,61.76,0.68,59.99,0.67,61.62,0.62,38.58,1.55,0
CT2299,PL331447,81.03,1.14,81.39,1.14,80.14,1.22,82.66,1.18,36.41,1.41,0
CT1942,PL928187,58.66,1.23,61.03,1.27,58.31,1.26,59.9,1.11,85.16,1.57,1
CT0196,PL542296,60.76,1.94,60.51,1.95,58.38,1.81,59.88,1.97,33.09,1.16,0
CT1561,PL840874,37.65,1.55,38.92,1.53,40.38,1.61,37.66,1.61,39.52,1.72,0
CT3445,PL166707,56.81,0.39,55.22,0.6,57.12,0.35,56.07,0.25,65.43,1.95,1
CT4710,PL811195,41.37,1.54,39.13,1.54,41.01,1.58,40.16,1.42,37.96,0.43,0
CT2324,PL142229,65.12,1.1,62.57,1.23,65.14,1.09,66.8,1.37,45.16,0.88,0
CT3705,PL286987,61.83,0.72,64.65,0.7,62.23,0.54,62.37,0.81,62.97,1.33,0
CT0506,PL213632,30.82,1.82,31.68,1.88,31.77,1.86,31.23,1.77,49.93,1.4,1
CT2905,PL964645,38.62,1.92,37.93,1.84,40.28,1.93,37.34,1.83,34.1,1.64,0
CT1068,PL274293,41.67,1.49,43.4,1.35,42.3,1.45,44.12,1.44,61.77,0.84,1
CT3959,PL955080,39.14,1.51,39.61,1.53,39.06,1.74,39.66,1.49,72.18,1.12,1
CT2847,PL145033,59.35,0.82,60.37,0.75,58.34,0.87,57.87,0.74,84.66,1.4,1
CT3022,PL976968,31.48,0.85,29.44,1.01,29.59,0.63,28.8,0.89,83.95,0.73,1
CT0909,PL235230,34.59,1.11,37.0,1.15,32.12,1.13,34.5,1.07,60.82,1.89,1
CT1579,PL541501,32.6,1.19,32.23,1.2,33.42,1.3,33.03,1.17,60.93,1.89,1
CT0451,PL635017,55.87,1.74,58.95,1.65,53.44,1.87,54.73,1.68,72.5,1.99,1
CT0940,PL138765,43.44,0.46,41.56,0.55,42.35,0.44,46.72,0.42,47.49,1.62,0
CT2662,PL262982,35.51,1.11,37.72,1.01,38.18,0.9,33.79,1.09,30.47,1.52,0
CT3423,PL240905,46.04,1.87,44.77,1.92,48.08,1.81,44.94,1.9,69.87,0.91,1
CT2695,PL842296,30.72,1.87,32.32,1.82,32.29,1.93,33.3,1.87,42.94,1.75,1
CT2778,PL241826,42.49,1.75,44.68,1.65,40.13,1.65,37.34,1.86,88.02,0.89,1
CT2122,PL477816,58.94,1.96,59.65,2.01,58.26,2.04,60.96,1.76,84.6,0.55,1
CT3750,PL241521,63.58,0.98,63.45,1.06,63.95,0.99,62.19,0.83,76.92,0.52,1
CT0928,PL442786,70.75,1.67,67.51,1.58,71.66,1.52,70.31,1.53,53.98,0.88,0
CT3627,PL467631,59.98,1.42,61.65,1.37,59.11,1.48,60.49,1.44,35.1,1.94,0
CT2672,PL751844,35.82,1.83,36.05,1.81,33.86,1.66,33.42,1.79,42.16,0.44,0
CT3873,PL210155,65.93,1.52,67.82,1.36,64.1,1.41,68.6,1.43,77.85,1.45,1
CT3989,PL834042,61.76,1.7,63.29,1.68,59.17,1.73,64.41,1.79,78.53,0.93,1
CT2834,PL826331,50.5,0.49,50.14,0.6,49.04,0.53,48.46,0.48,86.98,1.03,1
CT0564,PL840427,57.21,1.85,55.51,1.85,56.42,1.89,54.54,1.84,52.01,0.4,0
CT1375,PL770688,32.52,1.74,29.17,1.73,30.11,1.82,35.68,1.53,85.95,0.51,1
CT2074,PL313030,38.3,1.92,37.13,2.1,37.45,2.01,39.74,1.97,48.88,1.78,1
CT4268,PL989497,57.37,1.2,58.74,1.1,58.62,1.21,56.53,1.13,50.22,1.16,0
CT2617,PL163646,35.12,1.09,35.91,1.19,33.84,0.89,37.74,0.92,64.02,1.15,1
